chown: cannot access `/state/partition1/scratch/pbstmp.386996.rocks.hpc.ntnu.no': No such file or directory
chown: cannot access `/state/partition1/scratch/pbstmp.386996.rocks.hpc.ntnu.no': No such file or directory
chown: cannot access `/state/partition1/scratch/pbstmp.386996.rocks.hpc.ntnu.no': No such file or directory
p: 1
error: 5.58419e-05


n: 128
time: 404.803038ms
error: 1.16896e-05


n: 256
time: 404.919863ms
error: 2.63791e-06


n: 512
time: 410.455942ms
error: 6.23885e-07


n: 1024
time: 261.898041ms
error: 1.5152e-07


n: 2048
time: 450.387001ms
error: 3.73236e-08


n: 4096
time: 1360.925913ms
error: 9.26135e-09


n: 8192
time: 5273.637056ms
error: 2.30664e-09


n: 16384
time: 22985.617876ms
error: 5.75574e-10


t: 3
n: 32
[compute-0-39:07744] *** Process received signal ***
[compute-0-39:07744] Signal: Floating point exception (8)
[compute-0-39:07744] Signal code: Integer divide-by-zero (1)
[compute-0-39:07744] Failing at address: 0x40a863
[compute-0-39:07744] [ 0] /lib64/libpthread.so.0 [0x328000ebe0]
[compute-0-39:07744] [ 1] ../../../release_omp_mpi/ex6(main+0x4e3) [0x40a863]
[compute-0-39:07744] [ 2] /lib64/libc.so.6(__libc_start_main+0xf4) [0x327f81d994]
[compute-0-39:07744] [ 3] ../../../release_omp_mpi/ex6 [0x40a2c9]
[compute-0-39:07744] *** End of error message ***
--------------------------------------------------------------------------
mpirun noticed that process rank 0 with PID 7744 on node compute-0-39.local exited on signal 8 (Floating point exception).
--------------------------------------------------------------------------
[compute-0-39:07748] *** Process received signal ***
[compute-0-39:07748] Signal: Aborted (6)
[compute-0-39:07748] Signal code:  (-6)
[compute-0-39:07750] *** Process received signal ***
[compute-0-39:07750] Signal: Aborted (6)
[compute-0-39:07750] Signal code:  (-6)
[compute-0-39:07751] *** Process received signal ***
[compute-0-39:07751] Signal: Aborted (6)
[compute-0-39:07751] Signal code:  (-6)
[compute-0-39:07749] *** Process received signal ***
[compute-0-39:07749] Signal: Aborted (6)
[compute-0-39:07749] Signal code:  (-6)
[compute-0-39:07751] [ 0] /lib64/libpthread.so.0 [0x328000ebe0]
[compute-0-39:07751] [ 1] /lib64/libc.so.6(gsignal+0x35) [0x327f830285]
[compute-0-39:07751] [ 2] /lib64/libc.so.6(abort+0x110) [0x327f831d30]
[compute-0-39:07751] [ 3] /share/apps/modulessoftware/intel/compilers/11.1.059/lib/intel64/libiomp5.so(__kmp_do_abort+0x2a) [0x2b07471cdfc2]
[compute-0-39:07751] *** End of error message ***
[compute-0-39:07750] [ 0] /lib64/libpthread.so.0 [0x328000ebe0]
[compute-0-39:07750] [ 1] /lib64/libc.so.6(gsignal+0x35) [0x327f830285]
[compute-0-39:07750] [ 2] /lib64/libc.so.6(abort+0x110) [0x327f831d30]
[compute-0-39:07750] [ 3] /share/apps/modulessoftware/intel/compilers/11.1.059/lib/intel64/libiomp5.so(__kmp_do_abort+0x2a) [0x2aea7b94bfc2]
[compute-0-39:07750] *** End of error message ***
[compute-0-37:30421] *** Process received signal ***
[compute-0-38:30592] *** Process received signal ***
[compute-0-38:30592] Signal: Aborted (6)
[compute-0-38:30592] Signal code:  (-6)
[compute-0-39:07749] [ 0] /lib64/libpthread.so.0 [0x328000ebe0]
[compute-0-39:07749] [ 1] /lib64/libc.so.6(gsignal+0x35) [0x327f830285]
[compute-0-39:07749] [ 2] /lib64/libc.so.6(abort+0x110) [0x327f831d30]
[compute-0-39:07749] [ 3] /share/apps/modulessoftware/intel/compilers/11.1.059/lib/intel64/libiomp5.so(__kmp_do_abort+0x2a) [0x2b852d687fc2]
[compute-0-39:07749] *** End of error message ***
[compute-0-36:14282] *** Process received signal ***
[compute-0-36:14282] Signal: Aborted (6)
[compute-0-36:14282] Signal code:  (-6)
[compute-0-36:14285] *** Process received signal ***
[compute-0-36:14285] Signal: Aborted (6)
[compute-0-36:14285] Signal code:  (-6)

n: 64
time: 609.555006ms
error: 5.58419e-05


n: 128
time: 608.258009ms
error: 1.16896e-05


n: 256
time: 610.357046ms
error: 2.63791e-06


n: 512
time: 428.303003ms
error: 6.23885e-07


n: 1024
time: 631.556034ms
error: 1.5152e-07


n: 2048
time: 761.256933ms
error: 3.73236e-08


n: 4096
time: 1635.189056ms
error: 9.26135e-09


n: 8192
time: 5745.462894ms
error: 2.30664e-09


n: 16384
time: 23475.517988ms
error: 5.75574e-10


t: 4
n: 32
[compute-0-39:10645] *** Process received signal ***
[compute-0-39:10645] Signal: Floating point exception (8)
[compute-0-39:10645] Signal code: Integer divide-by-zero (1)
[compute-0-39:10645] Failing at address: 0x40a863
[compute-0-39:10645] [ 0] /lib64/libpthread.so.0 [0x328000ebe0]
[compute-0-39:10645] [ 1] ../../../release_omp_mpi/ex6(main+0x4e3) [0x40a863]
[compute-0-39:10645] [ 2] /lib64/libc.so.6(__libc_start_main+0xf4) [0x327f81d994]
[compute-0-39:10645] [ 3] ../../../release_omp_mpi/ex6 [0x40a2c9]
[compute-0-39:10645] *** End of error message ***
--------------------------------------------------------------------------
mpirun noticed that process rank 0 with PID 10645 on node compute-0-39.local exited on signal 8 (Floating point exception).
--------------------------------------------------------------------------
[compute-0-39:10646] *** Process received signal ***
[compute-0-39:10646] Signal: Aborted (6)
[compute-0-39:10646] Signal code:  (-6)
[compute-0-39:10647] *** Process received signal ***
[compute-0-39:10647] Signal: Aborted (6)
[compute-0-39:10647] Signal code:  (-6)
[compute-0-39:10649] *** Process received signal ***
[compute-0-39:10649] Signal: Aborted (6)
[compute-0-39:10649] Signal code:  (-6)
[compute-0-39:10650] *** Process received signal ***
[compute-0-39:10650] Signal: Aborted (6)
[compute-0-39:10650] Signal code:  (-6)
[compute-0-39:10647] [ 0] /lib64/libpthread.so.0 [0x328000ebe0]
[compute-0-39:10647] [ 1] /lib64/libc.so.6(gsignal+0x35) [0x327f830285]
[compute-0-39:10647] [ 2] /lib64/libc.so.6(abort+0x110) [0x327f831d30]
[compute-0-39:10647] [ 3] /share/apps/modulessoftware/intel/compilers/11.1.059/lib/intel64/libiomp5.so(__kmp_do_abort+0x2a) [0x2b59876b3fc2]
[compute-0-39:10647] *** End of error message ***
[compute-0-39:10646] [ 0] /lib64/libpthread.so.0 [0x328000ebe0]
[compute-0-39:10646] [ 1] /lib64/libc.so.6(gsignal+0x35) [0x327f830285]
[compute-0-39:10646] [ 2] /lib64/libc.so.6(abort+0x110) [0x327f831d30]
[compute-0-39:10646] [ 3] /share/apps/modulessoftware/intel/compilers/11.1.059/lib/intel64/libiomp5.so(__kmp_do_abort+0x2a) [0x2b5e90c03fc2]
[compute-0-39:10646] *** End of error message ***
[compute-0-39:10649] [ 0] /lib64/libpthread.so.0 [0x328000ebe0]
[compute-0-39:10649] [ 1] /lib64/libc.so.6(gsignal+0x35) [0x327f830285]
[compute-0-39:10649] [ 2] /lib64/libc.so.6(abort+0x110) [0x327f831d30]
[compute-0-39:10649] [ 3] /share/apps/modulessoftware/intel/compilers/11.1.059/lib/intel64/libiomp5.so(__kmp_do_abort+0x2a) [0x2afee6776fc2]
[compute-0-39:10649] *** End of error message ***
[compute-0-39:10648] *** Process received signal ***
[compute-0-39:10650] [ 0] /lib64/libpthread.so.0 [0x328000ebe0]
[compute-0-39:10650] [ 1] /lib64/libc.so.6(gsignal+0x35) [0x327f830285]
[compute-0-39:10650] [ 2] /lib64/libc.so.6(abort+0x110) [0x327f831d30]
[compute-0-39:10650] [ 3] /share/apps/modulessoftware/intel/compilers/11.1.059/lib/intel64/libiomp5.so(__kmp_do_abort+0x2a) [0x2abcc9a58fc2]
[compute-0-39:10650] *** End of error message ***
[compute-0-39:10648] Signal: Aborted (6)
[compute-0-39:10648] Signal code:  (-6)
[compute-0-39:10648] [ 0] /lib64/libpthread.so.0 [0x328000ebe0]
[compute-0-39:10648] [ 1] /lib64/libc.so.6(gsignal+0x35) [0x327f830285]
[compute-0-39:10648] [ 2] /lib64/libc.so.6(abort+0x110) [0x327f831d30]
[compute-0-39:10648] [ 3] /share/apps/modulessoftware/intel/compilers/11.1.059/lib/intel64/libiomp5.so(__kmp_do_abort+0x2a) [0x2ae0d3dc4fc2]
[compute-0-39:10648] *** End of error message ***
[compute-0-37:31269] *** Process received signal ***
[compute-0-37:31269] Signal: Aborted (6)
[compute-0-37:31269] Signal code:  (-6)
[compute-0-39:10652] *** Process received signal ***
[compute-0-39:10652] Signal: Aborted (6)
[compute-0-39:10652] Signal code:  (-6)
[compute-0-37:31270] *** Process received signal ***
[compute-0-37:31270] Signal: Aborted (6)
[compute-0-37:31270] Signal code:  (-6)
[compute-0-37:31270] [ 0] /lib64/libpthread.so.0 [0x3021e0ebe0]
[compute-0-37:31270] [ 1] /lib64/libc.so.6(gsignal+0x35) [0x3021630285]
[compute-0-37:31270] [ 2] /lib64/libc.so.6(abort+0x110) [0x3021631d30]
[compute-0-37:31270] [ 3] /share/apps/modulessoftware/intel/compilers/11.1.059/lib/intel64/libiomp5.so(__kmp_do_abort+0x2a) [0x2ab05a942fc2]
[compute-0-37:31270] *** End of error message ***
[compute-0-37:31272] *** Process received signal ***
[compute-0-37:31272] Signal: Aborted (6)
[compute-0-37:31272] Signal code:  (-6)
[compute-0-37:31272] [ 0] /lib64/libpthread.so.0 [0x3021e0ebe0]
[compute-0-37:31272] [ 1] /lib64/libc.so.6(gsignal+0x35) [0x3021630285]
[compute-0-37:31272] [ 2] /lib64/libc.so.6(abort+0x110) [0x3021631d30]
[compute-0-37:31272] [ 3] /share/apps/modulessoftware/intel/compilers/11.1.059/lib/intel64/libiomp5.so(__kmp_do_abort+0x2a) [0x2b8746efcfc2]
[compute-0-37:31272] *** End of error message ***
[compute-0-37:31273] *** Process received signal ***
[compute-0-37:31273] Signal: Aborted (6)
[compute-0-37:31273] Signal code:  (-6)
[compute-0-37:31273] [ 0] /lib64/libpthread.so.0 [0x3021e0ebe0]
[compute-0-37:31273] [ 1] /lib64/libc.so.6(gsignal+0x35) [0x3021630285]
[compute-0-37:31273] [ 2] /lib64/libc.so.6(abort+0x110) [0x3021631d30]
[compute-0-37:31273] [ 3] /share/apps/modulessoftware/intel/compilers/11.1.059/lib/intel64/libiomp5.so(__kmp_do_abort+0x2a) [0x2b425242efc2]
[compute-0-37:31273] *** End of error message ***
[compute-0-37:31275] *** Process received signal ***
[compute-0-37:31275] Signal: Aborted (6)
[compute-0-37:31275] Signal code:  (-6)
[compute-0-37:31275] [ 0] /lib64/libpthread.so.0 [0x3021e0ebe0]
[compute-0-37:31275] [ 1] /lib64/libc.so.6(gsignal+0x35) [0x3021630285]
[compute-0-37:31275] [ 2] /lib64/libc.so.6(abort+0x110) [0x3021631d30]
[compute-0-37:31275] [ 3] /share/apps/modulessoftware/intel/compilers/11.1.059/lib/intel64/libiomp5.so(__kmp_do_abort+0x2a) [0x2ac4487e6fc2]
[compute-0-37:31275] *** End of error message ***
[compute-0-39:10652] [ 0] /lib64/libpthread.so.0 [0x328000ebe0]
[compute-0-39:10652] [ 1] /lib64/libc.so.6(gsignal+0x35) [0x327f830285]
[compute-0-39:10652] [ 2] /lib64/libc.so.6(abort+0x110) [0x327f831d30]
[compute-0-39:10652] [ 3] /share/apps/modulessoftware/intel/compilers/11.1.059/lib/intel64/libiomp5.so(__kmp_do_abort+0x2a) [0x2b4d09903fc2]
[compute-0-39:10652] *** End of error message ***
[compute-0-39:10651] *** Process received signal ***
[compute-0-39:10651] Signal: Aborted (6)
[compute-0-39:10651] Signal code:  (-6)
[compute-0-39:10651] [ 0] /lib64/libpthread.so.0 [0x328000ebe0]
[compute-0-39:10651] [ 1] /lib64/libc.so.6(gsignal+0x35) [0x327f830285]
[compute-0-39:10651] [ 2] /lib64/libc.so.6(abort+0x110) [0x327f831d30]
[compute-0-39:10651] [ 3] /share/apps/modulessoftware/intel/compilers/11.1.059/lib/intel64/libiomp5.so(__kmp_do_abort+0x2a) [0x2ae1c82bbfc2]
[compute-0-39:10651] *** End of error message ***
[compute-0-36.local][[12179,1],24][btl_tcp_endpoint.c:636:mca_btl_tcp_endpoint_complete_connect] connect() to 10.1.255.215 failed: Connection reset by peer (104)
[compute-0-36.local][[12179,1],24][btl_tcp_endpoint.c:636:mca_btl_tcp_endpoint_complete_connect] connect() to 10.1.255.215 failed: Connection refused (111)
[compute-0-36.local][[12179,1],24][btl_tcp_endpoint.c:636:mca_btl_tcp_endpoint_complete_connect] connect() to 10.1.255.217 failed: Connection reset by peer (104)
[compute-0-36.local][[12179,1],24][btl_tcp_endpoint.c:636:mca_btl_tcp_endpoint_complete_connect] connect() to 10.1.255.217 failed: Connection reset by peer (104)
[compute-0-36.local][[12179,1],24][btl_tcp_endpoint.c:456:mca_btl_tcp_endpoint_recv_blocking] recv(12) failed: Connection reset by peer (104)
[compute-0-36.local][[12179,1],24][btl_tcp_endpoint.c:456:mca_btl_tcp_endpoint_recv_blocking] recv(31) failed: Connection reset by peer (104)
[compute-0-36.local][[12179,1],24][btl_tcp_frag.c:214:mca_btl_tcp_frag_recv] mca_btl_tcp_frag_recv: readv failed: Connection reset by peer (104)
[compute-0-36.local][[12179,1],27][btl_tcp_endpoint.c:456:mca_btl_tcp_endpoint_recv_blocking] recv(11) failed: Connection reset by peer (104)
[compute-0-36.local][[12179,1],27][btl_tcp_endpoint.c:456:mca_btl_tcp_endpoint_recv_blocking] recv(24) failed: Connection reset by peer (104)
[compute-0-36.local][[12179,1],27][btl_tcp_frag.c:214:mca_btl_tcp_frag_recv] mca_btl_tcp_frag_recv: readv failed: Connection reset by peer (104)
[compute-0-36.local][[12179,1],27][btl_tcp_endpoint.c:456:mca_btl_tcp_endpoint_recv_blocking] recv(12) failed: Connection reset by peer (104)
[compute-0-36.local][[12179,1],27][btl_tcp_endpoint.c:456:mca_btl_tcp_endpoint_recv_blocking] recv(31) failed: Connection reset by peer (104)
[compute-0-36.local][[12179,1],27][btl_tcp_frag.c:214:mca_btl_tcp_frag_recv] mca_btl_tcp_frag_recv: readv failed: Connection reset by peer (104)
[compute-0-36.local][[12179,1],27][btl_tcp_frag.c:214:mca_btl_tcp_frag_recv] mca_btl_tcp_frag_recv: readv failed: Connection reset by peer (104)
[compute-0-36.local][[12179,1],29][btl_tcp_frag.c:214:mca_btl_tcp_frag_recv] mca_btl_tcp_frag_recv: readv failed: Connection reset by peer (104)
[compute-0-36.local][[12179,1],29][btl_tcp_frag.c:214:mca_btl_tcp_frag_recv] mca_btl_tcp_frag_recv: readv failed: Connection reset by peer (104)
[compute-0-36.local][[12179,1],29][btl_tcp_endpoint.c:456:mca_btl_tcp_endpoint_recv_blocking] recv(24) failed: Connection reset by peer (104)
[compute-0-36.local][[12179,1],29][btl_tcp_endpoint.c:456:mca_btl_tcp_endpoint_recv_blocking] recv(12) failed: Connection reset by peer (104)
[compute-0-36.local][[12179,1],29][btl_tcp_endpoint.c:456:mca_btl_tcp_endpoint_recv_blocking] recv(30) failed: Connection reset by peer (104)
[compute-0-36.local][[12179,1],29][btl_tcp_frag.c:214:mca_btl_tcp_frag_recv] mca_btl_tcp_frag_recv: readv failed: Connection reset by peer (104)
[compute-0-36.local][[12179,1],29][btl_tcp_frag.c:214:mca_btl_tcp_frag_recv] mca_btl_tcp_frag_recv: readv failed: Connection reset by peer (104)
[compute-0-36.local][[12179,1],31][btl_tcp_frag.c:214:mca_btl_tcp_frag_recv] mca_btl_tcp_frag_recv: readv failed: Connection reset by peer (104)
[compute-0-36.local][[12179,1],31][btl_tcp_frag.c:214:mca_btl_tcp_frag_recv] mca_btl_tcp_frag_recv: readv failed: Connection reset by peer (104)
[compute-0-36.local][[12179,1],31][btl_tcp_endpoint.c:456:mca_btl_tcp_endpoint_recv_blocking] recv(24) failed: Connection reset by peer (104)
[compute-0-36.local][[12179,1],31][btl_tcp_endpoint.c:456:mca_btl_tcp_endpoint_recv_blocking] recv(12) failed: Connection reset by peer (104)
[compute-0-36.local][[12179,1],31][btl_tcp_endpoint.c:456:mca_btl_tcp_endpoint_recv_blocking] recv(30) failed: Connection reset by peer (104)
[compute-0-36.local][[12179,1],31][btl_tcp_frag.c:214:mca_btl_tcp_frag_recv] mca_btl_tcp_frag_recv: readv failed: Connection reset by peer (104)
[compute-0-36.local][[12179,1],31][btl_tcp_frag.c:214:mca_btl_tcp_frag_recv] mca_btl_tcp_frag_recv: readv failed: Connection reset by peer (104)
[compute-0-36.local][[12179,1],29][btl_tcp_endpoint.c:456:mca_btl_tcp_endpoint_recv_blocking] recv(10) failed: Connection reset by peer (104)
[compute-0-36.local][[12179,1],31][btl_tcp_endpoint.c:456:mca_btl_tcp_endpoint_recv_blocking] recv(10) failed: Connection reset by peer (104)
[compute-0-36.local][[12179,1],24][btl_tcp_endpoint.c:456:mca_btl_tcp_endpoint_recv_blocking] recv(10) failed: Connection reset by peer (104)
[compute-0-36.local][[12179,1],27][btl_tcp_endpoint.c:456:mca_btl_tcp_endpoint_recv_blocking] recv(10) failed: Connection reset by peer (104)
[compute-0-36.local][[12179,1],31][btl_tcp_endpoint.c:456:mca_btl_tcp_endpoint_recv_blocking] recv(26) failed: Connection reset by peer (104)
[compute-0-36.local][[12179,1],27][btl_tcp_endpoint.c:456:mca_btl_tcp_endpoint_recv_blocking] recv(27) failed: Connection reset by peer (104)
[compute-0-36.local][[12179,1],24][btl_tcp_endpoint.c:456:mca_btl_tcp_endpoint_recv_blocking] recv(27) failed: Connection reset by peer (104)
[compute-0-36.local][[12179,1],29][btl_tcp_endpoint.c:456:mca_btl_tcp_endpoint_recv_blocking] recv(26) failed: Connection reset by peer (104)
[compute-0-38.local][[12179,1],9][btl_tcp_endpoint.c:636:mca_btl_tcp_endpoint_complete_connect] connect() to 10.1.255.215 failed: Connection reset by peer (104)
[compute-0-38.local][[12179,1],9][btl_tcp_endpoint.c:456:mca_btl_tcp_endpoint_recv_blocking] recv(9) failed: Connection reset by peer (104)
[compute-0-38.local][[12179,1],9][btl_tcp_endpoint.c:456:mca_btl_tcp_endpoint_recv_blocking] recv(16) failed: Connection reset by peer (104)
[compute-0-38.local][[12179,1],9][btl_tcp_endpoint.c:456:mca_btl_tcp_endpoint_recv_blocking] recv(17) failed: Connection reset by peer (104)
[compute-0-38.local][[12179,1],9][btl_tcp_endpoint.c:456:mca_btl_tcp_endpoint_recv_blocking] recv(20) failed: Connection reset by peer (104)
[compute-0-38.local][[12179,1],9][btl_tcp_endpoint.c:456:mca_btl_tcp_endpoint_recv_blocking] recv(12) failed: Connection reset by peer (104)
[compute-0-38.local][[12179,1],9][btl_tcp_endpoint.c:456:mca_btl_tcp_endpoint_recv_blocking] recv(23) failed: Connection reset by peer (104)
[compute-0-38.local][[12179,1],9][btl_tcp_frag.c:214:mca_btl_tcp_frag_recv] mca_btl_tcp_frag_recv: readv failed: Connection reset by peer (104)
[compute-0-38.local][[12179,1],9][btl_tcp_endpoint.c:456:mca_btl_tcp_endpoint_recv_blocking] recv(10) failed: Connection reset by peer (104)
[compute-0-38.local][[12179,1],9][btl_tcp_endpoint.c:456:mca_btl_tcp_endpoint_recv_blocking] recv(18) failed: Connection reset by peer (104)
[compute-0-36.local][[12179,1],31][btl_tcp_endpoint.c:456:mca_btl_tcp_endpoint_recv_blocking] recv(29) failed: Connection reset by peer (104)
[compute-0-38.local][[12179,1],11][btl_tcp_endpoint.c:636:mca_btl_tcp_endpoint_complete_connect] connect() to 10.1.255.215 failed: Connection refused (111)
[compute-0-38.local][[12179,1],11][btl_tcp_endpoint.c:636:mca_btl_tcp_endpoint_complete_connect] connect() to 10.1.255.215 failed: Connection refused (111)
[compute-0-38.local][[12179,1],11][btl_tcp_endpoint.c:636:mca_btl_tcp_endpoint_complete_connect] connect() to 10.1.255.215 failed: Connection reset by peer (104)
[compute-0-38.local][[12179,1],11][btl_tcp_endpoint.c:456:mca_btl_tcp_endpoint_recv_blocking] recv(8) failed: Connection reset by peer (104)
[compute-0-38.local][[12179,1],11][btl_tcp_endpoint.c:636:mca_btl_tcp_endpoint_complete_connect] connect() to 10.1.255.217 failed: Connection refused (111)
[compute-0-38.local][[12179,1],11][btl_tcp_endpoint.c:636:mca_btl_tcp_endpoint_complete_connect] connect() to 10.1.255.217 failed: Connection refused (111)
[compute-0-38.local][[12179,1],11][btl_tcp_endpoint.c:636:mca_btl_tcp_endpoint_complete_connect] connect() to 10.1.255.217 failed: Connection refused (111)
[compute-0-38.local][[12179,1],11][btl_tcp_endpoint.c:636:mca_btl_tcp_endpoint_complete_connect] connect() to 10.1.255.217 failed: Connection refused (111)
[compute-0-38.local][[12179,1],11][btl_tcp_endpoint.c:456:mca_btl_tcp_endpoint_recv_blocking] recv(10) failed: Connection reset by peer (104)
[compute-0-38.local][[12179,1],11][btl_tcp_endpoint.c:456:mca_btl_tcp_endpoint_recv_blocking] recv(18) failed: Connection reset by peer (104)
[compute-0-36.local][[12179,1],29][btl_tcp_endpoint.c:456:mca_btl_tcp_endpoint_recv_blocking] recv(29) failed: Connection reset by peer (104)
[compute-0-36.local][[12179,1],27][btl_tcp_endpoint.c:456:mca_btl_tcp_endpoint_recv_blocking] recv(30) failed: Connection reset by peer (104)
[compute-0-36.local][[12179,1],24][btl_tcp_endpoint.c:456:mca_btl_tcp_endpoint_recv_blocking] recv(30) failed: Connection reset by peer (104)
[compute-0-38.local][[12179,1],12][btl_tcp_frag.c:214:mca_btl_tcp_frag_recv] mca_btl_tcp_frag_recv: readv failed: Connection reset by peer (104)
[compute-0-38.local][[12179,1],12][btl_tcp_frag.c:214:mca_btl_tcp_frag_recv] mca_btl_tcp_frag_recv: readv failed: Connection reset by peer (104)
[compute-0-38.local][[12179,1],12][btl_tcp_endpoint.c:456:mca_btl_tcp_endpoint_recv_blocking] recv(16) failed: Connection reset by peer (104)
[compute-0-38.local][[12179,1],12][btl_tcp_endpoint.c:456:mca_btl_tcp_endpoint_recv_blocking] recv(12) failed: Connection reset by peer (104)
[compute-0-38.local][[12179,1],12][btl_tcp_endpoint.c:456:mca_btl_tcp_endpoint_recv_blocking] recv(22) failed: Connection reset by peer (104)
[compute-0-38.local][[12179,1],12][btl_tcp_endpoint.c:456:mca_btl_tcp_endpoint_recv_blocking] recv(20) failed: Connection reset by peer (104)
[compute-0-38.local][[12179,1],12][btl_tcp_frag.c:214:mca_btl_tcp_frag_recv] mca_btl_tcp_frag_recv: readv failed: Connection reset by peer (104)
[compute-0-38.local][[12179,1],12][btl_tcp_endpoint.c:456:mca_btl_tcp_endpoint_recv_blocking] recv(10) failed: Connection reset by peer (104)
[compute-0-38.local][[12179,1],12][btl_tcp_endpoint.c:456:mca_btl_tcp_endpoint_recv_blocking] recv(18) failed: Connection reset by peer (104)
[compute-0-38.local][[12179,1],13][btl_tcp_frag.c:214:mca_btl_tcp_frag_recv] mca_btl_tcp_frag_recv: readv failed: Connection reset by peer (104)
[compute-0-38.local][[12179,1],13][btl_tcp_frag.c:214:mca_btl_tcp_frag_recv] mca_btl_tcp_frag_recv: readv failed: Connection reset by peer (104)
[compute-0-38.local][[12179,1],13][btl_tcp_endpoint.c:456:mca_btl_tcp_endpoint_recv_blocking] recv(16) failed: Connection reset by peer (104)
[compute-0-38.local][[12179,1],13][btl_tcp_endpoint.c:456:mca_btl_tcp_endpoint_recv_blocking] recv(12) failed: Connection reset by peer (104)
[compute-0-38.local][[12179,1],13][btl_tcp_endpoint.c:456:mca_btl_tcp_endpoint_recv_blocking] recv(22) failed: Connection reset by peer (104)
[compute-0-38.local][[12179,1],13][btl_tcp_endpoint.c:456:mca_btl_tcp_endpoint_recv_blocking] recv(20) failed: Connection reset by peer (104)
[compute-0-38.local][[12179,1],13][btl_tcp_frag.c:214:mca_btl_tcp_frag_recv] mca_btl_tcp_frag_recv: readv failed: Connection reset by peer (104)
[compute-0-38.local][[12179,1],13][btl_tcp_endpoint.c:456:mca_btl_tcp_endpoint_recv_blocking] recv(10) failed: Connection reset by peer (104)
[compute-0-38.local][[12179,1],13][btl_tcp_endpoint.c:456:mca_btl_tcp_endpoint_recv_blocking] recv(18) failed: Connection reset by peer (104)
[compute-0-36.local][[12179,1],26][btl_tcp_endpoint.c:636:mca_btl_tcp_endpoint_complete_connect] connect() to 10.1.255.215 failed: Connection refused (111)
[compute-0-38.local][[12179,1],9][btl_tcp_endpoint.c:456:mca_btl_tcp_endpoint_recv_blocking] recv(22) failed: Connection reset by peer (104)
[compute-0-36.local][[12179,1],26][btl_tcp_endpoint.c:636:mca_btl_tcp_endpoint_complete_connect] connect() to 10.1.255.215 failed: Connection refused (111)
[compute-0-36.local][[12179,1],26][btl_tcp_endpoint.c:636:mca_btl_tcp_endpoint_complete_connect] connect() to 10.1.255.215 failed: Connection refused (111)[compute-0-38.local][[12179,1],12][btl_tcp_endpoint.c:456:mca_btl_tcp_endpoint_recv_blocking] recv(21) failed: Connection reset by peer (104)

[compute-0-36.local][[12179,1],26][btl_tcp_endpoint.c:636:mca_btl_tcp_endpoint_complete_connect] connect() to 10.1.255.215 failed: Connection refused (111)
[compute-0-36.local][[12179,1],26][btl_tcp_endpoint.c:636:mca_btl_tcp_endpoint_complete_connect] [compute-0-38.local][[12179,1],13][btl_tcp_endpoint.c:456:mca_btl_tcp_endpoint_recv_blocking] recv(21) failed: Connection reset by peer (104)
connect() to 10.1.255.215 failed: Connection refused (111)
[compute-0-38.local][[12179,1],11][btl_tcp_endpoint.c:456:mca_btl_tcp_endpoint_recv_blocking] recv(21) failed: Connection reset by peer (104)
[compute-0-38:01040] *** Process received signal ***
[compute-0-38:01038] *** Process received signal ***
[compute-0-38:01038] Signal: Aborted (6)
[compute-0-38:01038] Signal code:  (-6)
[compute-0-36:15137] *** Process received signal ***
[compute-0-36:15137] Signal: Aborted (6)
[compute-0-36:15137] Signal code:  (-6)
[compute-0-36:15137] [ 0] /lib64/libpthread.so.0 [0x302c80ebe0]
[compute-0-36:15137] [ 1] /lib64/libc.so.6(gsignal+0x35) [0x302c030285]
[compute-0-36:15137] [ 2] /lib64/libc.so.6(abort+0x110) [0x302c031d30]
[compute-0-36:15137] [ 3] /share/apps/modulessoftware/intel/compilers/11.1.059/lib/intel64/libiomp5.so(__kmp_do_abort+0x2a) [0x2b88c91cdfc2]
[compute-0-36:15137] *** End of error message ***
[compute-0-36:15141] *** Process received signal ***
[compute-0-36:15141] Signal: Aborted (6)
[compute-0-36:15141] Signal code:  (-6)
[compute-0-36:15142] *** Process received signal ***
[compute-0-36:15142] Signal: Aborted (6)
[compute-0-36:15142] Signal code:  (-6)
[compute-0-36.local][[12179,1],26][btl_tcp_endpoint.c:636:mca_btl_tcp_endpoint_complete_connect] connect() to 10.1.255.217 failed: Connection refused (111)
[compute-0-36.local][[12179,1],26][btl_tcp_endpoint.c:636:mca_btl_tcp_endpoint_complete_connect] connect() to 10.1.255.217 failed: Connection refused (111)
[compute-0-36.local][[12179,1],26][btl_tcp_endpoint.c:636:mca_btl_tcp_endpoint_complete_connect] connect() to 10.1.255.217 failed: Connection refused (111)
[compute-0-36.local][[12179,1],26][btl_tcp_endpoint.c:636:mca_btl_tcp_endpoint_complete_connect] connect() to 10.1.255.217 failed: Connection refused (111)
[compute-0-36.local][[12179,1],26][btl_tcp_endpoint.c:636:mca_btl_tcp_endpoint_complete_connect] connect() to 10.1.255.217 failed: Connection refused (111)

n: 64
time: 808.866978ms
error: 5.58419e-05


n: 128
time: 609.488010ms
error: 1.16896e-05


n: 256
time: 609.416962ms
error: 2.63791e-06


n: 512
time: 422.868967ms
error: 6.23885e-07


n: 1024
time: 493.861914ms
error: 1.5152e-07


n: 2048
time: 660.845995ms
error: 3.73236e-08


n: 4096
time: 1569.421053ms
error: 9.26135e-09


n: 8192
time: 5768.975019ms
