chown: cannot access `/state/partition1/scratch/pbstmp.385842.rocks.hpc.ntnu.no': No such file or directory
chown: cannot access `/state/partition1/scratch/pbstmp.385842.rocks.hpc.ntnu.no': No such file or directory
p: 1
[compute-0-29:12183] [ 3] /share/apps/modulessoftware/intel/compilers/11.1.059/lib/intel64/libiomp5.so(__kmp_do_abort+0x2a) [0x2b51fd34afc2]
[compute-0-29:12183] *** End of error message ***
[compute-0-25:31655] *** Process received signal ***
[compute-0-25:31655] Signal: Aborted (6)
[compute-0-25:31655] Signal code:  (-6)
[compute-0-25:31656] *** Process received signal ***
[compute-0-25:31656] Signal: Aborted (6)
[compute-0-25:31656] Signal code:  (-6)
[compute-0-13:25758] *** Process received signal ***
[compute-0-3:18893] *** Process received signal ***
[compute-0-3:18893] Signal: Aborted (6)
[compute-0-3:18893] Signal code:  (-6)
[compute-0-3:18893] [ 0] /lib64/libpthread.so.0 [0x3750a0ebe0]
[compute-0-3:18893] [ 1] /lib64/libc.so.6(gsignal+0x35) [0x3750230285]
[compute-0-3:18893] [ 2] /lib64/libc.so.6(abort+0x110) [0x3750231d30]
[compute-0-3:18893] [ 3] /share/apps/modulessoftware/intel/compilers/11.1.059/lib/intel64/libiomp5.so(__kmp_do_abort+0x2a) [0x2b3160954fc2]
[compute-0-3:18893] *** End of error message ***
[compute-0-3:18895] *** Process received signal ***
[compute-0-3:18895] Signal: Aborted (6)
[compute-0-3:18895] Signal code:  (-6)
[compute-0-3:18895] [ 0] /lib64/libpthread.so.0 [0x3750a0ebe0]
[compute-0-3:18895] [ 1] /lib64/libc.so.6(gsignal+0x35) [0x3750230285]
[compute-0-3:18895] [ 2] /lib64/libc.so.6(abort+0x110) [0x3750231d30]
[compute-0-3:18895] [ 3] /share/apps/modulessoftware/intel/compilers/11.1.059/lib/intel64/libiomp5.so(__kmp_do_abort+0x2a) [0x2abc63574fc2]
[compute-0-3:18895] *** End of error message ***

n: 64
time: 614.811897ms
error: 5.58419e-05


n: 128
time: 614.500046ms
error: 1.16896e-05


n: 256
time: 415.855885ms
error: 2.63791e-06


n: 512
time: 436.660051ms
error: 6.23885e-07


n: 1024
time: 637.078047ms
error: 1.5152e-07


n: 2048
time: 685.321093ms
error: 3.73236e-08


n: 4096
time: 1479.024887ms
error: 9.26135e-09


n: 8192
time: 5904.689074ms
error: 2.30664e-09


n: 16384
time: 22024.505138ms
error: 5.75574e-10


t: 5
n: 32
[compute-0-29:12973] *** Process received signal ***
[compute-0-29:12973] Signal: Floating point exception (8)
[compute-0-29:12973] Signal code: Integer divide-by-zero (1)
[compute-0-29:12973] Failing at address: 0x40a863
[compute-0-29:12973] [ 0] /lib64/libpthread.so.0 [0x309b40ebe0]
[compute-0-29:12973] [ 1] ../../../release_omp_mpi/ex6(main+0x4e3) [0x40a863]
[compute-0-29:12973] [ 2] /lib64/libc.so.6(__libc_start_main+0xf4) [0x309ac1d994]
[compute-0-29:12973] [ 3] ../../../release_omp_mpi/ex6 [0x40a2c9]
[compute-0-29:12973] *** End of error message ***
--------------------------------------------------------------------------
mpirun noticed that process rank 0 with PID 12973 on node compute-0-29.local exited on signal 8 (Floating point exception).
--------------------------------------------------------------------------
[compute-0-29:12975] *** Process received signal ***
[compute-0-29:12975] Signal: Aborted (6)
[compute-0-29:12975] Signal code:  (-6)
[compute-0-29:12976] *** Process received signal ***
[compute-0-29:12976] Signal: Aborted (6)
[compute-0-29:12976] Signal code:  (-6)
[compute-0-29:12977] *** Process received signal ***
[compute-0-29:12977] Signal: Aborted (6)
[compute-0-29:12977] Signal code:  (-6)
[compute-0-29:12978] *** Process received signal ***
[compute-0-29:12978] Signal: Aborted (6)
[compute-0-29:12978] Signal code:  (-6)
[compute-0-29:12980] *** Process received signal ***
[compute-0-29:12980] Signal: Aborted (6)
[compute-0-29:12980] Signal code:  (-6)
[compute-0-29:12979] *** Process received signal ***
[compute-0-29:12979] Signal: Aborted (6)
[compute-0-29:12979] Signal code:  (-6)
[compute-0-29:12975] [ 0] /lib64/libpthread.so.0 [0x309b40ebe0]
[compute-0-29:12975] [ 1] /lib64/libc.so.6(gsignal+0x35) [0x309ac30285]
[compute-0-29:12975] [ 2] /lib64/libc.so.6(abort+0x110) [0x309ac31d30]
[compute-0-29:12975] [ 3] /share/apps/modulessoftware/intel/compilers/11.1.059/lib/intel64/libiomp5.so(__kmp_do_abort+0x2a) [0x2b72e6d3afc2]
[compute-0-29:12975] *** End of error message ***
[compute-0-29:12978] [ 0] /lib64/libpthread.so.0 [0x309b40ebe0]
[compute-0-29:12978] [ 1] /lib64/libc.so.6(gsignal+0x35) [0x309ac30285]
[compute-0-29:12978] [ 2] /lib64/libc.so.6(abort+0x110) [0x309ac31d30]
[compute-0-29:12978] [ 3] /share/apps/modulessoftware/intel/compilers/11.1.059/lib/intel64/libiomp5.so(__kmp_do_abort+0x2a) [0x2b9d3c46cfc2]
[compute-0-29:12978] *** End of error message ***
[compute-0-29:12977] [ 0] /lib64/libpthread.so.0 [0x309b40ebe0]
[compute-0-29:12977] [ 1] /lib64/libc.so.6(gsignal+0x35) [0x309ac30285]
[compute-0-29:12977] [ 2] /lib64/libc.so.6(abort+0x110) [0x309ac31d30]
[compute-0-29:12976] [ 0] /lib64/libpthread.so.0 [0x309b40ebe0]
[compute-0-29:12976] [ 1] /lib64/libc.so.6(gsignal+0x35) [0x309ac30285]
[compute-0-29:12976] [ 2] /lib64/libc.so.6(abort+0x110) [0x309ac31d30]
[compute-0-29:12980] [ 0] /lib64/libpthread.so.0 [0x309b40ebe0]
[compute-0-29:12980] [ 1] /lib64/libc.so.6(gsignal+0x35) [0x309ac30285]
[compute-0-29:12980] [ 2] /lib64/libc.so.6(abort+0x110) [0x309ac31d30]
[compute-0-29:12980] [ 3] /share/apps/modulessoftware/intel/compilers/11.1.059/lib/intel64/libiomp5.so(__kmp_do_abort+0x2a) [0x2ae410565fc2]
[compute-0-29:12980] *** End of error message ***
[compute-0-29:12977] [ 3] /share/apps/modulessoftware/intel/compilers/11.1.059/lib/intel64/libiomp5.so(__kmp_do_abort+0x2a) [0x2b262f65ffc2]
[compute-0-29:12977] *** End of error message ***
[compute-0-29:12976] [ 3] /share/apps/modulessoftware/intel/compilers/11.1.059/lib/intel64/libiomp5.so(__kmp_do_abort+0x2a) [0x2b1a8e9a4fc2]
[compute-0-29:12976] *** End of error message ***
[compute-0-25:32416] *** Process received signal ***
[compute-0-25:32416] Signal: Aborted (6)
[compute-0-25:32416] Signal code:  (-6)
[compute-0-3:19666] *** Process received signal ***
[compute-0-3:19666] Signal: Aborted (6)
[compute-0-3:19666] Signal code:  (-6)
[compute-0-29:12974] *** Process received signal ***
[compute-0-29:12974] Signal: Aborted (6)
[compute-0-29:12974] Signal code:  (-6)
[compute-0-25:32420] *** Process received signal ***
[compute-0-25:32420] Signal: Aborted (6)
[compute-0-25:32420] Signal code:  (-6)
[compute-0-3:19668] *** Process received signal ***
[compute-0-3:19668] Signal: Aborted (6)
[compute-0-3:19668] Signal code:  (-6)
[compute-0-13:26528] *** Process received signal ***
[compute-0-13:26528] Signal: Aborted (6)
[compute-0-13:26528] Signal code:  (-6)
[compute-0-13:26531] *** Process received signal ***
[compute-0-13:26531] Signal: Aborted (6)
[compute-0-13:26531] Signal code:  (-6)

n: 64
time: 812.214136ms
error: 5.58419e-05


n: 128
time: 812.723160ms
error: 1.16896e-05


n: 256
time: 812.162161ms
error: 2.63791e-06


n: 512
time: 617.980003ms
error: 6.23885e-07


n: 1024
time: 465.207815ms
error: 1.5152e-07


n: 2048
time: 899.322987ms
error: 3.73236e-08


n: 4096
time: 1628.582001ms
error: 9.26135e-09


n: 8192
time: 5585.924864ms
error: 2.30664e-09


n: 16384
time: 23681.028843ms
error: 5.75574e-10


t: 6
n: 32
[compute-0-29:14017] *** Process received signal ***
[compute-0-29:14017] Signal: Floating point exception (8)
[compute-0-29:14017] Signal code: Integer divide-by-zero (1)
[compute-0-29:14017] Failing at address: 0x40a863
[compute-0-29:14017] [ 0] /lib64/libpthread.so.0 [0x309b40ebe0]
[compute-0-29:14017] [ 1] ../../../release_omp_mpi/ex6(main+0x4e3) [0x40a863]
[compute-0-29:14017] [ 2] /lib64/libc.so.6(__libc_start_main+0xf4) [0x309ac1d994]
[compute-0-29:14017] [ 3] ../../../release_omp_mpi/ex6 [0x40a2c9]
[compute-0-29:14017] *** End of error message ***
--------------------------------------------------------------------------
mpirun noticed that process rank 0 with PID 14017 on node compute-0-29.local exited on signal 8 (Floating point exception).
--------------------------------------------------------------------------
[compute-0-29:14021] *** Process received signal ***
[compute-0-29:14021] Signal: Aborted (6)
[compute-0-29:14021] Signal code:  (-6)
[compute-0-29:14022] *** Process received signal ***
[compute-0-29:14022] Signal: Aborted (6)
[compute-0-29:14022] Signal code:  (-6)
[compute-0-29:14021] [ 0] /lib64/libpthread.so.0 [0x309b40ebe0]
[compute-0-29:14021] [ 1] /lib64/libc.so.6(gsignal+0x35) [0x309ac30285]
[compute-0-29:14021] [ 2] /lib64/libc.so.6(abort+0x110) [0x309ac31d30]
[compute-0-29:14021] [ 3] /share/apps/modulessoftware/intel/compilers/11.1.059/lib/intel64/libiomp5.so(__kmp_do_abort+0x2a) [0x2b8508b7efc2]
[compute-0-29:14021] *** End of error message ***
[compute-0-29:14022] [ 0] /lib64/libpthread.so.0 [0x309b40ebe0]
[compute-0-29:14022] [ 1] /lib64/libc.so.6(gsignal+0x35) [0x309ac30285]
[compute-0-29:14022] [ 2] /lib64/libc.so.6(abort+0x110) [0x309ac31d30]
[compute-0-29:14022] [ 3] /share/apps/modulessoftware/intel/compilers/11.1.059/lib/intel64/libiomp5.so(__kmp_do_abort+0x2a) [0x2b5bc1604fc2]
[compute-0-29:14022] *** End of error message ***
[compute-0-25:01011] *** Process received signal ***
[compute-0-25:01011] Signal: Aborted (6)
[compute-0-25:01011] Signal code:  (-6)
[compute-0-13:27541] *** Process received signal ***
[compute-0-13:27541] Signal: Aborted (6)
[compute-0-13:27541] Signal code:  (-6)
[compute-0-13:27548] *** Process received signal ***
[compute-0-13:27548] Signal: Aborted (6)
[compute-0-13:27548] Signal code:  (-6)
[compute-0-3:20683] *** Process received signal ***
[compute-0-3:20683] Signal: Aborted (6)
[compute-0-3:20683] Signal code:  (-6)
[compute-0-3:20686] *** Process received signal ***
[compute-0-3:20686] Signal: Aborted (6)
[compute-0-3:20686] Signal code:  (-6)

n: 64
time: 814.239025ms
error: 5.58419e-05


n: 128
time: 717.643976ms
error: 1.16896e-05


n: 256
time: 712.577105ms
error: 2.63791e-06


n: 512
time: 616.723061ms
error: 6.23885e-07


n: 1024
time: 845.102072ms
error: 1.5152e-07


n: 2048
time: 698.217869ms
error: 3.73236e-08


n: 4096
time: 1738.539934ms
error: 9.26135e-09


n: 8192
time: 5654.643059ms
error: 2.30664e-09


n: 16384
time: 22840.822935ms
error: 5.75574e-10


p: 9
t: 2
n: 64
time: 411.642075ms
error: 5.17272e-05


n: 128
time: 411.679029ms
error: 1.06522e-05


n: 256
time: 234.791040ms
error: 2.37749e-06


n: 512
time: 424.390078ms
error: 5.58649e-07


n: 1024
time: 474.442005ms
error: 1.35195e-07


n: 2048
time: 712.409973ms
error: 3.32404e-08


n: 4096
time: 1655.873060ms
error: 8.24029e-09


n: 8192
time: 5366.227865ms
error: 2.05135e-09


n: 16384
time: 22387.912035ms
error: 5.11746e-10


t: 3
n: 64
time: 615.298033ms
error: 5.17272e-05


n: 128
time: 612.896919ms
error: 1.06522e-05


n: 256
time: 811.028004ms
error: 2.37749e-06


n: 512
time: 620.073080ms
error: 5.58649e-07


n: 1024
time: 548.081160ms
error: 1.35195e-07


n: 2048
time: 703.521013ms
error: 3.32404e-08


n: 4096
time: 1487.540960ms
error: 8.24029e-09


n: 8192
time: 5660.527945ms
error: 2.05135e-09


n: 16384
time: 23589.721203ms
error: 5.11746e-10


t: 4
n: 64
time: 611.528873ms
error: 5.17272e-05


n: 128
time: 618.388891ms
error: 1.06522e-05


n: 256
time: 1012.125969ms
error: 2.37749e-06


n: 512
time: 710.860968ms
error: 5.58649e-07


n: 1024
time: 627.215147ms
error: 1.35195e-07


n: 2048
time: 915.319920ms
error: 3.32404e-08


n: 4096
time: 1568.141937ms
error: 8.24029e-09


n: 8192
time: 6073.658943ms
error: 2.05135e-09


n: 16384
time: 21897.074938ms
error: 5.11746e-10


t: 5
n: 64
time: 1039.925098ms
error: 5.17272e-05


n: 128
time: 815.621853ms
error: 1.06522e-05


n: 256
time: 814.235926ms
error: 2.37749e-06


n: 512
time: 1020.692110ms
error: 5.58649e-07


n: 1024
time: 833.092928ms
error: 1.35195e-07


n: 2048
time: 1111.861944ms
error: 3.32404e-08


n: 4096
time: 1693.558931ms
error: 8.24029e-09


n: 8192
time: 5886.322021ms
error: 2.05135e-09


n: 16384
time: 22971.557140ms
error: 5.11746e-10


p: 10
t: 2
n: 64
time: 413.264036ms
error: 4.84355e-05


n: 128
time: 409.395933ms
error: 9.82222e-06


n: 256
time: 411.098957ms
error: 2.16915e-06


n: 512
time: 624.600887ms
error: 5.06461e-07


n: 1024
time: 608.092070ms
error: 1.22135e-07


n: 2048
time: 670.886040ms
error: 2.99738e-08


n: 4096
time: 1489.063978ms
error: 7.42344e-09


n: 8192
time: 5281.234026ms
error: 1.84711e-09


n: 16384
time: 22316.257000ms
error: 4.60683e-10


t: 3
n: 64
time: 616.297960ms
error: 4.84355e-05


n: 128
time: 610.634089ms
error: 9.82222e-06


n: 256
time: 608.381987ms
error: 2.16915e-06


n: 512
time: 628.677845ms
error: 5.06461e-07


n: 1024
time: 837.723017ms
error: 1.22135e-07


n: 2048
time: 892.076015ms
error: 2.99738e-08


n: 4096
time: 1697.439194ms
error: 7.42344e-09


n: 8192
time: 5990.001917ms
error: 1.84711e-09


n: 16384
time: 21858.731985ms
error: 4.60683e-10


t: 4
n: 64
time: 817.861080ms
error: 4.84355e-05


n: 128
time: 612.529993ms
error: 9.82222e-06


n: 256
time: 818.061829ms
error: 2.16915e-06


n: 512
time: 820.039034ms
error: 5.06461e-07


n: 1024
time: 827.604055ms
error: 1.22135e-07


n: 2048
time: 1328.310013ms
error: 2.99738e-08


n: 4096
time: 1693.105936ms
error: 7.42344e-09


n: 8192
time: 5859.874010ms
error: 1.84711e-09


n: 16384
time: 23617.423058ms
error: 4.60683e-10


p: 11
t: 2
n: 64
time: 670.536995ms
error: 4.57422e-05


n: 128
time: 608.281851ms
error: 9.14317e-06


n: 256
time: 612.358093ms
error: 1.9987e-06


n: 512
time: 3230.604172ms
error: 4.63762e-07


n: 1024
time: 649.583817ms
error: 1.1145e-07


n: 2048
time: 1059.704065ms
error: 2.73011e-08


n: 4096
time: 1681.885004ms
error: 6.75511e-09


n: 8192
time: 5757.086992ms
error: 1.68001e-09


n: 16384
time: 22281.703949ms
error: 4.18905e-10


t: 3
n: 64
time: 818.613052ms
error: 4.57422e-05


n: 128
time: 920.289040ms
error: 9.14317e-06


n: 256
time: 813.534975ms
error: 1.9987e-06


n: 512
time: 831.964970ms
error: 4.63762e-07


n: 1024
time: 3244.354963ms
error: 1.1145e-07


n: 2048
time: 1205.564976ms
error: 2.73011e-08


n: 4096
time: 1788.291931ms
error: 6.75511e-09


n: 8192
time: 5157.069921ms
error: 1.68001e-09


n: 16384
time: 22898.934126ms
error: 4.18905e-10


t: 4
n: 64
time: 1005.717039ms
error: 4.57422e-05


n: 128
time: 1159.401894ms
error: 9.14317e-06


n: 256
time: 816.115141ms
error: 1.9987e-06


n: 512
time: 1024.462938ms
error: 4.63762e-07


n: 1024
time: 1442.324877ms
error: 1.1145e-07


n: 2048
time: 1060.799122ms
error: 2.73011e-08


n: 4096
time: 2059.280872ms
error: 6.75511e-09


n: 8192
time: 5848.739147ms
error: 1.68001e-09


n: 16384
time: 22567.206144ms
error: 4.18905e-10


p: 12
t: 2
n: 64
time: 946.493149ms
error: 4.34979e-05


n: 128
time: 1023.998976ms
error: 8.57729e-06


n: 256
time: 1117.448092ms
error: 1.85665e-06


n: 512
time: 1014.978886ms
error: 4.28179e-07


n: 1024
time: 3269.300938ms
error: 1.02546e-07


n: 2048
time: 1561.385155ms
error: 2.50739e-08


n: 4096
time: 2113.359928ms
error: 6.19817e-09


n: 8192
time: 5650.360823ms
error: 1.54075e-09


n: 16384
time: 22529.036045ms
error: 3.8409e-10


t: 3
n: 64
time: 1417.874098ms
error: 4.34979e-05


n: 128
time: 1196.690083ms
error: 8.57729e-06


n: 256
time: 1235.438824ms
error: 1.85665e-06


n: 512
time: 1217.613935ms
error: 4.28179e-07


n: 1024
time: 1040.368080ms
error: 1.02546e-07


n: 2048
time: 1275.856972ms
error: 2.50739e-08


n: 4096
time: 1624.091864ms
error: 6.19817e-09


n: 8192
time: 7451.387882ms
error: 1.54075e-09


n: 16384
time: 24083.596945ms
error: 3.8409e-10


t: 4
n: 64
time: 1713.004112ms
error: 4.34979e-05


n: 128
time: 1640.342951ms
error: 8.57729e-06


n: 256
time: 1488.766909ms
error: 1.85665e-06


n: 512
time: 1326.092005ms
error: 4.28179e-07


n: 1024
time: 1271.114826ms
error: 1.02546e-07


n: 2048
time: 1707.342148ms
error: 2.50739e-08


n: 4096
time: 2587.445021ms
error: 6.19817e-09


n: 8192
time: 7855.042934ms
error: 1.54075e-09


n: 16384
time: 23909.914970ms
error: 3.8409e-10


